Title,Company,Ratings,Reviews,Experience,Salary,Location,Job_Post_History,URL,Search_Term
Lead Business Analyst - Data Science and Advanced Analytics,Vmware,4.2,(306 Reviews),4-7 Yrs,Not disclosed,Bangalore/Bengaluru,25 Days Ago,https://www.naukri.com/job-listings-lead-business-analyst-data-science-and-advanced-analytics-vmware-india-bangalore-bengaluru-4-to-7-years-150222501046?src=jobsearchDesk&sid=16471450768771508&xp=14&px=1,data science data analyst
"Senior Analyst, Data Science & Analytics",TransUnion,4.6,(54 Reviews),5-8 Yrs,Not disclosed,Pune,30+ Days Ago,https://www.naukri.com/job-listings-senior-analyst-data-science-analytics-transunion-software-services-pvt-ltd-pune-5-to-8-years-010921500168?src=jobsearchDesk&sid=16471450768771508&xp=15&px=1,data science data analyst
Analyst - Data Science,MilliporeSigma,4.2,(35 Reviews),2-7 Yrs,Not disclosed,Bangalore/Bengaluru,23 Days Ago,https://www.naukri.com/job-listings-analyst-data-science-milliporesigma-bangalore-bengaluru-2-to-7-years-170222500492?src=jobsearchDesk&sid=16471450768771508&xp=16&px=1,data science data analyst
Analyst - Data Science,Nuware  Systems Pvt Ltd,4.2,(24 Reviews),3-6 Yrs,Not disclosed,Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-analyst-data-science-nuware-systems-pvt-ltd-bengaluru-bangalore-3-to-6-years-301019501355?src=jobsearchDesk&sid=16471450768771508&xp=17&px=1,data science data analyst
Lead Business Analyst - Data Science,TEKION,4.1,(25 Reviews),2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-lead-business-analyst-data-science-tekion-bangalore-bengaluru-2-to-6-years-221121500874?src=jobsearchDesk&sid=16471450768771508&xp=18&px=1,data science data analyst
"TTEC  -  Senior Analyst ,  Data Science",TTEC,4.1,(554 Reviews),1-3 Yrs,Not disclosed,Hyderabad,30+ Days Ago,https://www.naukri.com/job-listings-ttec-senior-analyst-data-science-ttec-hyderabad-secunderabad-1-to-3-years-091019500960?src=jobsearchDesk&sid=16471450768771508&xp=19&px=1,data science data analyst
Analyst- Data Science,Accenture,4,(22374 Reviews),3-5 Yrs,Not disclosed,Bangalore/Bengaluru,26 Days Ago,https://www.naukri.com/job-listings-analyst-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-140222901392?src=jobsearchDesk&sid=16471450768771508&xp=20&px=1,data science data analyst
Analyst: Data Science Insights,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,4,(39 Reviews),1-4 Yrs,Not disclosed,Chennai,12 Days Ago,https://www.naukri.com/job-listings-analyst-data-science-insights-tiger-analytics-india-consulting-private-limited-chennai-1-to-4-years-110222007756?src=jobsearchDesk&sid=16471450768771508&xp=21&px=1,data science data analyst
Business Analyst,Tech Mahindra,3.6,(15468 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",8 Days Ago,https://www.naukri.com/job-listings-business-analyst-tech-mahindra-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-040322001869?src=jobsearchDesk&sid=1647146193691203&xp=4&px=1,data science
Hiring For Big Data Engineer,PwC,3.6,(2642 Reviews),2-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",24 Days Ago,https://www.naukri.com/job-listings-hiring-for-big-data-engineer-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-7-years-160222001237?src=jobsearchDesk&sid=1647146193691203&xp=8&px=1,data science
Opening with Data Science,PwC,3.6,(2642 Reviews),2-5 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",19 Days Ago,https://www.naukri.com/job-listings-opening-with-data-science-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-5-years-150222000869?src=jobsearchDesk&sid=1647146193691203&xp=9&px=1,data science
Risk Modeling Analyst (Equity Derivatives),JPMorgan Chase,4.1,(2410 Reviews),0-3 Yrs,"15,00,000 - 25,00,000 PA.",Mumbai (All Areas),1 Day Ago,https://www.naukri.com/job-listings-risk-modeling-analyst-equity-derivatives-j-p-morgan-services-india-private-limited-mumbai-all-areas-0-to-3-years-110322009872?src=jobsearchDesk&sid=1647146193691203&xp=10&px=1,data science
Vendor Consultant,Flipkart,4.2,(5762 Reviews),0-3 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,https://www.naukri.com/job-listings-vendor-consultant-flipkart-internet-private-limited-bangalore-bengaluru-0-to-3-years-090322907318?src=jobsearchDesk&sid=1647146193691203&xp=11&px=1,data science
Capgemini hiring Business Analyst  with Cards Domain,Capgemini,3.8,(15631 Reviews),6-11 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",16 Days Ago,https://www.naukri.com/job-listings-capgemini-hiring-business-analyst-with-cards-domain-capgemini-technology-services-india-limited-pune-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-240222004208?src=jobsearchDesk&sid=1647146193691203&xp=12&px=1,data science
RPA | UiPath Business Analyst,HCL,3.8,(15993 Reviews),3-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5 Days Ago,https://www.naukri.com/job-listings-rpa-uipath-business-analyst-hcl-technologies-limited-pune-chennai-bangalore-bengaluru-delhi-ncr-3-to-8-years-080921009804?src=jobsearchDesk&sid=1647146193691203&xp=15&px=1,data science
Associate Manager - Advance Analytics & Data Science,MSD Pharmaceuticals,3.9,(191 Reviews),0-3 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-associate-manager-advance-analytics-data-science-msd-pharmaceuticals-private-limited-pune-0-to-3-years-110322500406?src=jobsearchDesk&sid=1647146193691203&xp=16&px=1,data science
Scrum Master,Tech Mahindra,3.6,(15468 Reviews),7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",10 Days Ago,https://www.naukri.com/job-listings-scrum-master-tech-mahindra-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-7-to-12-years-020322002519?src=jobsearchDesk&sid=1647146193691203&xp=17&px=1,data science
Genpact is hiring For Power BI Developer Consultant Role,Genpact,4,(14703 Reviews),4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",11 Days Ago,https://www.naukri.com/job-listings-genpact-is-hiring-for-power-bi-developer-consultant-role-genpact-india-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-4-to-9-years-010322007940?src=jobsearchDesk&sid=1647146193691203&xp=18&px=1,data science
Credit Risk Team - MSC Fresher,DCB Bank,3.9,(1485 Reviews),0-2 Yrs,"4,00,000 - 4,50,000 PA.",Mumbai (All Areas),3 Days Ago,https://www.naukri.com/job-listings-credit-risk-team-msc-fresher-dcb-bank-limited-mumbai-all-areas-0-to-2-years-090322009840?src=jobsearchDesk&sid=1647146193691203&xp=19&px=1,data science
Risk Modeling Analyst / Associate - Market / Credit Risk / VAR -Mumbai,JPMorgan Chase,4.1,(2410 Reviews),0-5 Yrs,"15,00,000 - 25,00,000 PA.",Mumbai (All Areas),2 Days Ago,https://www.naukri.com/job-listings-risk-modeling-analyst-associate-market-credit-risk-var-mumbai-j-p-morgan-services-india-private-limited-mumbai-all-areas-0-to-5-years-040122000160?src=jobsearchDesk&sid=1647146193691203&xp=20&px=1,data science
Business Analyst,Tech Mahindra,3.6,(15468 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",8 Days Ago,https://www.naukri.com/job-listings-business-analyst-tech-mahindra-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-040322001869?src=jobsearchDesk&sid=16471462447153255&xp=4&px=1,data science
Hiring For Big Data Engineer,PwC,3.6,(2642 Reviews),2-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",24 Days Ago,https://www.naukri.com/job-listings-hiring-for-big-data-engineer-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-7-years-160222001237?src=jobsearchDesk&sid=16471462447153255&xp=8&px=1,data science
Opening with Data Science,PwC,3.6,(2642 Reviews),2-5 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",19 Days Ago,https://www.naukri.com/job-listings-opening-with-data-science-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-5-years-150222000869?src=jobsearchDesk&sid=16471462447153255&xp=9&px=1,data science
Risk Modeling Analyst (Equity Derivatives),JPMorgan Chase,4.1,(2410 Reviews),0-3 Yrs,"15,00,000 - 25,00,000 PA.",Mumbai (All Areas),1 Day Ago,https://www.naukri.com/job-listings-risk-modeling-analyst-equity-derivatives-j-p-morgan-services-india-private-limited-mumbai-all-areas-0-to-3-years-110322009872?src=jobsearchDesk&sid=16471462447153255&xp=10&px=1,data science
Vendor Consultant,Flipkart,4.2,(5762 Reviews),0-3 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,https://www.naukri.com/job-listings-vendor-consultant-flipkart-internet-private-limited-bangalore-bengaluru-0-to-3-years-090322907318?src=jobsearchDesk&sid=16471462447153255&xp=11&px=1,data science
Capgemini hiring Business Analyst  with Cards Domain,Capgemini,3.8,(15631 Reviews),6-11 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",16 Days Ago,https://www.naukri.com/job-listings-capgemini-hiring-business-analyst-with-cards-domain-capgemini-technology-services-india-limited-pune-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-240222004208?src=jobsearchDesk&sid=16471462447153255&xp=12&px=1,data science
RPA | UiPath Business Analyst,HCL,3.8,(15993 Reviews),3-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5 Days Ago,https://www.naukri.com/job-listings-rpa-uipath-business-analyst-hcl-technologies-limited-pune-chennai-bangalore-bengaluru-delhi-ncr-3-to-8-years-080921009804?src=jobsearchDesk&sid=16471462447153255&xp=15&px=1,data science
Associate Manager - Advance Analytics & Data Science,MSD Pharmaceuticals,3.9,(191 Reviews),0-3 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-associate-manager-advance-analytics-data-science-msd-pharmaceuticals-private-limited-pune-0-to-3-years-110322500406?src=jobsearchDesk&sid=16471462447153255&xp=16&px=1,data science
Scrum Master,Tech Mahindra,3.6,(15468 Reviews),7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",10 Days Ago,https://www.naukri.com/job-listings-scrum-master-tech-mahindra-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-7-to-12-years-020322002519?src=jobsearchDesk&sid=16471462447153255&xp=17&px=1,data science
Genpact is hiring For Power BI Developer Consultant Role,Genpact,4,(14703 Reviews),4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",11 Days Ago,https://www.naukri.com/job-listings-genpact-is-hiring-for-power-bi-developer-consultant-role-genpact-india-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-4-to-9-years-010322007940?src=jobsearchDesk&sid=16471462447153255&xp=18&px=1,data science
Credit Risk Team - MSC Fresher,DCB Bank,3.9,(1485 Reviews),0-2 Yrs,"4,00,000 - 4,50,000 PA.",Mumbai (All Areas),3 Days Ago,https://www.naukri.com/job-listings-credit-risk-team-msc-fresher-dcb-bank-limited-mumbai-all-areas-0-to-2-years-090322009840?src=jobsearchDesk&sid=16471462447153255&xp=19&px=1,data science
Risk Modeling Analyst / Associate - Market / Credit Risk / VAR -Mumbai,JPMorgan Chase,4.1,(2410 Reviews),0-5 Yrs,"15,00,000 - 25,00,000 PA.",Mumbai (All Areas),2 Days Ago,https://www.naukri.com/job-listings-risk-modeling-analyst-associate-market-credit-risk-var-mumbai-j-p-morgan-services-india-private-limited-mumbai-all-areas-0-to-5-years-040122000160?src=jobsearchDesk&sid=16471462447153255&xp=20&px=1,data science
Business Analyst,Tech Mahindra,3.6,(15468 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",8 Days Ago,https://www.naukri.com/job-listings-business-analyst-tech-mahindra-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-040322001869?src=jobsearchDesk&sid=16471462919151095&xp=4&px=1,data science
Hiring For Big Data Engineer,PwC,3.6,(2642 Reviews),2-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",24 Days Ago,https://www.naukri.com/job-listings-hiring-for-big-data-engineer-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-7-years-160222001237?src=jobsearchDesk&sid=16471462919151095&xp=8&px=1,data science
Opening with Data Science,PwC,3.6,(2642 Reviews),2-5 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",19 Days Ago,https://www.naukri.com/job-listings-opening-with-data-science-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-5-years-150222000869?src=jobsearchDesk&sid=16471462919151095&xp=9&px=1,data science
Risk Modeling Analyst (Equity Derivatives),JPMorgan Chase,4.1,(2410 Reviews),0-3 Yrs,"15,00,000 - 25,00,000 PA.",Mumbai (All Areas),1 Day Ago,https://www.naukri.com/job-listings-risk-modeling-analyst-equity-derivatives-j-p-morgan-services-india-private-limited-mumbai-all-areas-0-to-3-years-110322009872?src=jobsearchDesk&sid=16471462919151095&xp=10&px=1,data science
Vendor Consultant,Flipkart,4.2,(5762 Reviews),0-3 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,https://www.naukri.com/job-listings-vendor-consultant-flipkart-internet-private-limited-bangalore-bengaluru-0-to-3-years-090322907318?src=jobsearchDesk&sid=16471462919151095&xp=11&px=1,data science
Capgemini hiring Business Analyst  with Cards Domain,Capgemini,3.8,(15631 Reviews),6-11 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",16 Days Ago,https://www.naukri.com/job-listings-capgemini-hiring-business-analyst-with-cards-domain-capgemini-technology-services-india-limited-pune-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-240222004208?src=jobsearchDesk&sid=16471462919151095&xp=12&px=1,data science
RPA | UiPath Business Analyst,HCL,3.8,(15993 Reviews),3-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5 Days Ago,https://www.naukri.com/job-listings-rpa-uipath-business-analyst-hcl-technologies-limited-pune-chennai-bangalore-bengaluru-delhi-ncr-3-to-8-years-080921009804?src=jobsearchDesk&sid=16471462919151095&xp=15&px=1,data science
Associate Manager - Advance Analytics & Data Science,MSD Pharmaceuticals,3.9,(191 Reviews),0-3 Yrs,Not disclosed,Pune,1 Day Ago,https://www.naukri.com/job-listings-associate-manager-advance-analytics-data-science-msd-pharmaceuticals-private-limited-pune-0-to-3-years-110322500406?src=jobsearchDesk&sid=16471462919151095&xp=16&px=1,data science
Scrum Master,Tech Mahindra,3.6,(15468 Reviews),7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",10 Days Ago,https://www.naukri.com/job-listings-scrum-master-tech-mahindra-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-7-to-12-years-020322002519?src=jobsearchDesk&sid=16471462919151095&xp=17&px=1,data science
Genpact is hiring For Power BI Developer Consultant Role,Genpact,4,(14703 Reviews),4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",11 Days Ago,https://www.naukri.com/job-listings-genpact-is-hiring-for-power-bi-developer-consultant-role-genpact-india-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-4-to-9-years-010322007940?src=jobsearchDesk&sid=16471462919151095&xp=18&px=1,data science
Credit Risk Team - MSC Fresher,DCB Bank,3.9,(1485 Reviews),0-2 Yrs,"4,00,000 - 4,50,000 PA.",Mumbai (All Areas),3 Days Ago,https://www.naukri.com/job-listings-credit-risk-team-msc-fresher-dcb-bank-limited-mumbai-all-areas-0-to-2-years-090322009840?src=jobsearchDesk&sid=16471462919151095&xp=19&px=1,data science
Risk Modeling Analyst / Associate - Market / Credit Risk / VAR -Mumbai,JPMorgan Chase,4.1,(2410 Reviews),0-5 Yrs,"15,00,000 - 25,00,000 PA.",Mumbai (All Areas),2 Days Ago,https://www.naukri.com/job-listings-risk-modeling-analyst-associate-market-credit-risk-var-mumbai-j-p-morgan-services-india-private-limited-mumbai-all-areas-0-to-5-years-040122000160?src=jobsearchDesk&sid=16471462919151095&xp=20&px=1,data science
Business Analyst,Tech Mahindra,3.6,(15468 Reviews),5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",8 Days Ago,https://www.naukri.com/job-listings-business-analyst-tech-mahindra-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-040322001869?src=jobsearchDesk&sid=16471463541949160&xp=4&px=1,data science
Hiring For Big Data Engineer,PwC,3.6,(2642 Reviews),2-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",24 Days Ago,https://www.naukri.com/job-listings-hiring-for-big-data-engineer-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-7-years-160222001237?src=jobsearchDesk&sid=16471463541949160&xp=8&px=1,data science
Opening with Data Science,PwC,3.6,(2642 Reviews),2-5 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",19 Days Ago,https://www.naukri.com/job-listings-opening-with-data-science-pricewater-house-coopers-service-delivery-center-bangalore-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-5-years-150222000869?src=jobsearchDesk&sid=16471463541949160&xp=9&px=1,data science
